"tank","species","length_µm","length_mm","treatment","temperature"
"D2","I_d",1445.354,1.445354,"0HW","20"
"D2","B_f",1394.394,1.394394,"0HW","20"
"D2","A_d",2541.877,2.541877,"0HW","20"
"D2","I_d",1359.527,1.359527,"0HW","20"
"D2","B_f",734.91,0.73491,"0HW","20"
"D2","A_d",3895.695,3.895695,"0HW","20"
"D2","I_d",1013.792,1.013792,"0HW","20"
"D2","B_f",1239.487,1.239487,"0HW","20"
"D2","A_d",4525.739,4.525739,"0HW","20"
"D2","I_d",3303.833,3.303833,"0HW","20"
"D2","B_f",2455.882,2.455882,"0HW","20"
"D2","A_d",2507.465,2.507465,"0HW","20"
"D2","I_d",3103.631,3.103631,"0HW","20"
"D2","B_f",908.464,0.908464,"0HW","20"
"D2","A_d",3047.63,3.04763,"0HW","20"
"D2","I_d",2922.734,2.922734,"0HW","20"
"D2","B_f",2359.032,2.359032,"0HW","20"
"D2","A_d",2911.491,2.911491,"0HW","20"
"D2","I_d",1786.806,1.786806,"0HW","20"
"D2","B_f",1509.718,1.509718,"0HW","20"
"D2","A_d",3639.985,3.639985,"0HW","20"
"D2","I_d",3047.587,3.047587,"0HW","20"
"D2","B_f",3427.985,3.427985,"0HW","20"
"D2","A_d",1610.639,1.610639,"0HW","20"
"D2","I_d",1553.947,1.553947,"0HW","20"
"D2","B_f",1356.264,1.356264,"0HW","20"
"D2","A_d",4571.896,4.571896,"0HW","20"
"D2","I_d",2322.686,2.322686,"0HW","20"
"D2","B_f",3453.945,3.453945,"0HW","20"
"D2","A_d",2741.137,2.741137,"0HW","20"
"D2","I_d",2559.531,2.559531,"0HW","20"
"D2","B_f",2109.669,2.109669,"0HW","20"
"D2","A_d",3562.487,3.562487,"0HW","20"
"D2","I_d",3849.365,3.849365,"0HW","20"
"D2","B_f",2162.698,2.162698,"0HW","20"
"D2","A_d",2018.002,2.018002,"0HW","20"
"D2","I_d",1756.954,1.756954,"0HW","20"
"D2","B_f",2397.555,2.397555,"0HW","20"
"D2","A_d",3498.636,3.498636,"0HW","20"
"D2","I_d",1485.034,1.485034,"0HW","20"
"D2","B_f",839.095,0.839095,"0HW","20"
"D2","A_d",3933.974,3.933974,"0HW","20"
"D2","I_d",3474.799,3.474799,"0HW","20"
"D2","B_f",5675.181,5.675181,"0HW","20"
"D2","A_d",2958.706,2.958706,"0HW","20"
"D2","I_d",1861.788,1.861788,"0HW","20"
"D2","B_f",1026.751,1.026751,"0HW","20"
"D2","A_d",3498.66,3.49866,"0HW","20"
"D2","I_d",1759.118,1.759118,"0HW","20"
"D2","B_f",2317.503,2.317503,"0HW","20"
"D2","A_d",2138.77,2.13877,"0HW","20"
"D2","I_d",1682.389,1.682389,"0HW","20"
"D2","B_f",826.324,0.826324,"0HW","20"
"D2","A_d",3025.232,3.025232,"0HW","20"
"D2","I_d",1562.299,1.562299,"0HW","20"
"D2","B_f",1617.218,1.617218,"0HW","20"
"D2","A_d",2827.125,2.827125,"0HW","20"
"D2","I_d",2133.554,2.133554,"0HW","20"
"D2","B_f",4751.916,4.751916,"0HW","20"
"D2","A_d",3229.22,3.22922,"0HW","20"
"D2","I_d",2974.524,2.974524,"0HW","20"
"D2","B_f",2246.775,2.246775,"0HW","20"
"D2","A_d",2234.864,2.234864,"0HW","20"
"D2","I_d",2278.314,2.278314,"0HW","20"
"D2","B_f",711.697,0.711697,"0HW","20"
"D2","A_d",2365.026,2.365026,"0HW","20"
"D2","I_d",1779.36,1.77936,"0HW","20"
"D2","B_f",950.141,0.950141,"0HW","20"
"D2","A_d",2293.203,2.293203,"0HW","20"
"D2","I_d",2610.662,2.610662,"0HW","20"
"D2","B_f",1835.836,1.835836,"0HW","20"
"D2","A_d",3503.572,3.503572,"0HW","20"
"D2","I_d",2818.65,2.81865,"0HW","20"
"D2","B_f",1878.509,1.878509,"0HW","20"
"D2","A_d",3545.325,3.545325,"0HW","20"
"D2","I_d",2531.31,2.53131,"0HW","20"
"D2","B_f",3888.564,3.888564,"0HW","20"
"D2","A_d",2363.981,2.363981,"0HW","20"
"D2","I_d",1598.109,1.598109,"0HW","20"
"D2","B_f",1475.521,1.475521,"0HW","20"
"D2","A_d",1882.33,1.88233,"0HW","20"
"D2","I_d",2508.663,2.508663,"0HW","20"
"D2","B_f",1734.41,1.73441,"0HW","20"
"D2","A_d",1471.725,1.471725,"0HW","20"
"D2","I_d",1571.975,1.571975,"0HW","20"
"D2","B_f",1943.526,1.943526,"0HW","20"
"D2","A_d",2873.148,2.873148,"0HW","20"
"D2","I_d",2322.971,2.322971,"0HW","20"
"D2","B_f",1740.82,1.74082,"0HW","20"
"D2","A_d",3285.385,3.285385,"0HW","20"
"D2","I_d",2058.267,2.058267,"0HW","20"
"D2","B_f",875.587,0.875587,"0HW","20"
"D2","A_d",2396.754,2.396754,"0HW","20"
"D2","I_d",1736.405,1.736405,"0HW","20"
"D2","B_f",1382.098,1.382098,"0HW","20"
"D2","A_d",2973.68,2.97368,"0HW","20"
"D2","I_d",1904.132,1.904132,"0HW","20"
"D2","B_f",1025.169,1.025169,"0HW","20"
"D2","A_d",2818.679,2.818679,"0HW","20"
"D2","I_d",1659.151,1.659151,"0HW","20"
"D2","B_f",1036.894,1.036894,"0HW","20"
"D2","A_d",2285.379,2.285379,"0HW","20"
"D2","I_d",2085.483,2.085483,"0HW","20"
"D2","B_f",883.287,0.883287,"0HW","20"
"D2","A_d",2793.926,2.793926,"0HW","20"
"D2","I_d",2097.899,2.097899,"0HW","20"
"D2","B_f",1495.527,1.495527,"0HW","20"
"D2","A_d",1694.175,1.694175,"0HW","20"
"D2","I_d",1700.772,1.700772,"0HW","20"
"D2","B_f",1417.602,1.417602,"0HW","20"
"D2","A_d",1672.962,1.672962,"0HW","20"
"D2","I_d",1998.622,1.998622,"0HW","20"
"D2","B_f",3797.689,3.797689,"0HW","20"
"D2","A_d",2844.43,2.84443,"0HW","20"
"D2","I_d",2667.974,2.667974,"0HW","20"
"D2","B_f",2363.914,2.363914,"0HW","20"
"D2","A_d",3587.832,3.587832,"0HW","20"
"D2","I_d",1501.896,1.501896,"0HW","20"
"D2","B_f",779.337,0.779337,"0HW","20"
"D2","A_d",3420.46,3.42046,"0HW","20"
"D2","I_d",1804.53,1.80453,"0HW","20"
"D2","B_f",1403.675,1.403675,"0HW","20"
"D2","A_d",1876.245,1.876245,"0HW","20"
"D2","I_d",2621.51,2.62151,"0HW","20"
"D2","B_f",907.786,0.907786,"0HW","20"
"D2","A_d",3696.532,3.696532,"0HW","20"
"D2","I_d",2360.015,2.360015,"0HW","20"
"D2","B_f",1776.842,1.776842,"0HW","20"
"D2","A_d",2894.062,2.894062,"0HW","20"
"D2","I_d",1843.772,1.843772,"0HW","20"
"D2","B_f",1355.933,1.355933,"0HW","20"
"D2","A_d",4210.63,4.21063,"0HW","20"
"D2","I_d",1722.428,1.722428,"0HW","20"
"D2","B_f",1537.052,1.537052,"0HW","20"
"D2","A_d",2960.338,2.960338,"0HW","20"
"D2","I_d",1864.109,1.864109,"0HW","20"
"D2","B_f",1847.415,1.847415,"0HW","20"
"D2","A_d",3404.832,3.404832,"0HW","20"
"D2","I_d",2903.362,2.903362,"0HW","20"
"D2","B_f",1530.923,1.530923,"0HW","20"
"D2","A_d",2390,2.39,"0HW","20"
"D2","I_d",2205.135,2.205135,"0HW","20"
"D2","B_f",1145.771,1.145771,"0HW","20"
"D2","A_d",3595.989,3.595989,"0HW","20"
"D2","I_d",2075.114,2.075114,"0HW","20"
"D2","B_f",1354.612,1.354612,"0HW","20"
"D2","A_d",3985.095,3.985095,"0HW","20"
"D2","I_d",1552.653,1.552653,"0HW","20"
"D2","B_f",1927.129,1.927129,"0HW","20"
"D2","A_d",3125.44,3.12544,"0HW","20"
"D2","I_d",4044.401,4.044401,"0HW","20"
"D2","B_f",1381.774,1.381774,"0HW","20"
"D2","A_d",3045.939,3.045939,"0HW","20"
"D2","I_d",2203.134,2.203134,"0HW","20"
"D2","B_f",1729.239,1.729239,"0HW","20"
"D2","A_d",3760.886,3.760886,"0HW","20"
"D2","I_d",2818.561,2.818561,"0HW","20"
"D2","B_f",1524.144,1.524144,"0HW","20"
"D2","A_d",1723.858,1.723858,"0HW","20"
"D2","I_d",2363.062,2.363062,"0HW","20"
"D2","B_f",1208.392,1.208392,"0HW","20"
"D2","A_d",2907.242,2.907242,"0HW","20"
"D2","I_d",3208.294,3.208294,"0HW","20"
"D2","B_f",842.49,0.84249,"0HW","20"
"D2","A_d",5461.964,5.461964,"0HW","20"
"D2","I_d",2037.41,2.03741,"0HW","20"
"D2","B_f",1649.836,1.649836,"0HW","20"
"D2","A_d",2432.853,2.432853,"0HW","20"
"D2","I_d",2909.86,2.90986,"0HW","20"
"D2","B_f",1107.62,1.10762,"0HW","20"
"D2","A_d",2265.985,2.265985,"0HW","20"
"D2","I_d",2072.845,2.072845,"0HW","20"
"D2","B_f",5278.911,5.278911,"0HW","20"
"D2","A_d",4813.628,4.813628,"0HW","20"
"D2","I_d",1381.166,1.381166,"0HW","20"
"D2","B_f",2432.595,2.432595,"0HW","20"
"D2","A_d",1733.184,1.733184,"0HW","20"
"D2","I_d",2345.743,2.345743,"0HW","20"
"D2","B_f",1793.801,1.793801,"0HW","20"
"D2","A_d",2181.032,2.181032,"0HW","20"
"D2","I_d",2344.052,2.344052,"0HW","20"
"D2","B_f",2543.605,2.543605,"0HW","20"
"D2","A_d",2508.788,2.508788,"0HW","20"
"D2","I_d",1956.862,1.956862,"0HW","20"
"D2","B_f",1455.471,1.455471,"0HW","20"
"D2","A_d",3216.093,3.216093,"0HW","20"
"D2","I_d",1557.56,1.55756,"0HW","20"
"D2","B_f",1386.343,1.386343,"0HW","20"
"D2","A_d",2079.797,2.079797,"0HW","20"
"D2","I_d",1706.252,1.706252,"0HW","20"
"D2","B_f",3904.149,3.904149,"0HW","20"
"D2","A_d",4368.892,4.368892,"0HW","20"
"D2","I_d",2350.863,2.350863,"0HW","20"
"D2","B_f",1617.356,1.617356,"0HW","20"
"D2","A_d",4834.917,4.834917,"0HW","20"
"D2","I_d",4053.188,4.053188,"0HW","20"
"D2","B_f",1750.662,1.750662,"0HW","20"
"D2","A_d",4445.562,4.445562,"0HW","20"
"D2","I_d",1778.263,1.778263,"0HW","20"
"D2","B_f",857.437,0.857437,"0HW","20"
"D2","A_d",3653.034,3.653034,"0HW","20"
"D2","I_d",1992.339,1.992339,"0HW","20"
"D2","B_f",1310.042,1.310042,"0HW","20"
"D2","A_d",2948.428,2.948428,"0HW","20"
"D2","I_d",2723.53,2.72353,"0HW","20"
"D2","B_f",2720.11,2.72011,"0HW","20"
"D2","A_d",3682.883,3.682883,"0HW","20"
"D2","I_d",1932.461,1.932461,"0HW","20"
"D2","B_f",1311.28,1.31128,"0HW","20"
"D2","A_d",2744.129,2.744129,"0HW","20"
"D2","I_d",1828.348,1.828348,"0HW","20"
"D2","B_f",1610.977,1.610977,"0HW","20"
"D2","A_d",3917.981,3.917981,"0HW","20"
"D2","I_d",2001.274,2.001274,"0HW","20"
"D2","B_f",1206.306,1.206306,"0HW","20"
"D2","A_d",2480.19,2.48019,"0HW","20"
"D2","I_d",2116.838,2.116838,"0HW","20"
"D2","B_f",2004.093,2.004093,"0HW","20"
"D2","A_d",2699.314,2.699314,"0HW","20"
"D2","I_d",3272.561,3.272561,"0HW","20"
"D2","B_f",1735.152,1.735152,"0HW","20"
"D2","A_d",4135.745,4.135745,"0HW","20"
"D2","I_d",2042.981,2.042981,"0HW","20"
"D2","B_f",1101.235,1.101235,"0HW","20"
"D2","A_d",3672.083,3.672083,"0HW","20"
"D2","I_d",3034.309,3.034309,"0HW","20"
"D2","B_f",1068.58,1.06858,"0HW","20"
"D2","A_d",2272.881,2.272881,"0HW","20"
"D2","I_d",1912.435,1.912435,"0HW","20"
"D2","B_f",903.274,0.903274,"0HW","20"
"D2","A_d",3150.757,3.150757,"0HW","20"
"D2","I_d",1981.174,1.981174,"0HW","20"
"D2","B_f",614.187,0.614187,"0HW","20"
"D2","A_d",2617.72,2.61772,"0HW","20"
"D2","I_d",2940.895,2.940895,"0HW","20"
"D2","B_f",1421.505,1.421505,"0HW","20"
"D2","A_d",3320.684,3.320684,"0HW","20"
"D2","I_d",2299.786,2.299786,"0HW","20"
"D2","B_f",923.435,0.923435,"0HW","20"
"D2","A_d",1912.54,1.91254,"0HW","20"
"D2","I_d",1905.06,1.90506,"0HW","20"
"D2","B_f",783.92,0.78392,"0HW","20"
"D2","A_d",5967.779,5.967779,"0HW","20"
"D2","I_d",1359.788,1.359788,"0HW","20"
"D2","B_f",4279.607,4.279607,"0HW","20"
"D2","A_d",2774.997,2.774997,"0HW","20"
"D2","I_d",2611.645,2.611645,"0HW","20"
"D2","B_f",1941.653,1.941653,"0HW","20"
"D2","A_d",3811.843,3.811843,"0HW","20"
"D2","I_d",2036.831,2.036831,"0HW","20"
"D2","B_f",4905.117,4.905117,"0HW","20"
"D2","A_d",5522.84,5.52284,"0HW","20"
"D2","I_d",3756.017,3.756017,"0HW","20"
"D2","B_f",920.46,0.92046,"0HW","20"
"D2","A_d",3534.932,3.534932,"0HW","20"
"D2","I_d",1862.351,1.862351,"0HW","20"
"D2","B_f",614.187,0.614187,"0HW","20"
"D2","A_d",3945.079,3.945079,"0HW","20"
"D2","I_d",1536.828,1.536828,"0HW","20"
"D2","B_f",1103.418,1.103418,"0HW","20"
"D2","A_d",3771.291,3.771291,"0HW","20"
"D2","I_d",2161.154,2.161154,"0HW","20"
"D2","B_f",2027.665,2.027665,"0HW","20"
"D2","A_d",4990.73,4.99073,"0HW","20"
"D2","I_d",1477.821,1.477821,"0HW","20"
"D2","B_f",1567.876,1.567876,"0HW","20"
"D2","A_d",2596.644,2.596644,"0HW","20"
"D2","I_d",1567.372,1.567372,"0HW","20"
"D2","B_f",4167.029,4.167029,"0HW","20"
"D2","A_d",2314.033,2.314033,"0HW","20"
"D2","I_d",2615.401,2.615401,"0HW","20"
"D2","B_f",1010.653,1.010653,"0HW","20"
"D2","A_d",3052.888,3.052888,"0HW","20"
"D2","I_d",1935.834,1.935834,"0HW","20"
"D2","B_f",1532.384,1.532384,"0HW","20"
"D2","A_d",4806.335,4.806335,"0HW","20"
"D2","I_d",2360.386,2.360386,"0HW","20"
"D2","B_f",638.755,0.638755,"0HW","20"
"D2","A_d",2643.428,2.643428,"0HW","20"
"D2","B_f",847.589,0.847589,"0HW","20"
"D2","A_d",3636.542,3.636542,"0HW","20"
"D2","B_f",5752.193,5.752193,"0HW","20"
"D2","A_d",4309.16,4.30916,"0HW","20"
"D2","B_f",1131.664,1.131664,"0HW","20"
"D2","A_d",2296.728,2.296728,"0HW","20"
"D2","B_f",983.94,0.98394,"0HW","20"
"D2","A_d",4889.605,4.889605,"0HW","20"
"D2","B_f",1038.781,1.038781,"0HW","20"
"D2","A_d",2458.542,2.458542,"0HW","20"
"D2","B_f",852.987,0.852987,"0HW","20"
"D2","A_d",3290.329,3.290329,"0HW","20"
"D2","B_f",1459.311,1.459311,"0HW","20"
"D2","A_d",3206.852,3.206852,"0HW","20"
"D2","B_f",1321.653,1.321653,"0HW","20"
"D2","A_d",2856.01,2.85601,"0HW","20"
"D2","B_f",1566.162,1.566162,"0HW","20"
"D2","A_d",3671.125,3.671125,"0HW","20"
"D2","B_f",669.222,0.669222,"0HW","20"
"D2","A_d",3665.58,3.66558,"0HW","20"
"D2","B_f",1206.352,1.206352,"0HW","20"
"D2","A_d",2629.787,2.629787,"0HW","20"
"D2","B_f",1191.366,1.191366,"0HW","20"
"D2","A_d",3617.239,3.617239,"0HW","20"
"D2","B_f",1100.778,1.100778,"0HW","20"
"D2","A_d",3155.017,3.155017,"0HW","20"
"D2","B_f",3329.087,3.329087,"0HW","20"
"D2","A_d",3046.874,3.046874,"0HW","20"
"D2","B_f",1705.482,1.705482,"0HW","20"
"D2","A_d",2358.082,2.358082,"0HW","20"
"D2","B_f",598.963,0.598963,"0HW","20"
"D2","A_d",2752.246,2.752246,"0HW","20"
"D2","B_f",1060.8,1.0608,"0HW","20"
"D2","A_d",4518.361,4.518361,"0HW","20"
"D2","B_f",824.494,0.824494,"0HW","20"
"D2","A_d",3392.443,3.392443,"0HW","20"
"D2","B_f",862.189,0.862189,"0HW","20"
"D2","A_d",2718.425,2.718425,"0HW","20"
"D2","B_f",1845.687,1.845687,"0HW","20"
"D2","A_d",3005.137,3.005137,"0HW","20"
"D2","B_f",1317.029,1.317029,"0HW","20"
"D2","A_d",3389.504,3.389504,"0HW","20"
"D2","B_f",1738.793,1.738793,"0HW","20"
"D2","A_d",2363.821,2.363821,"0HW","20"
"D2","B_f",994.52,0.99452,"0HW","20"
"D2","A_d",2271.35,2.27135,"0HW","20"
"D2","B_f",1966.543,1.966543,"0HW","20"
"D2","A_d",1856.27,1.85627,"0HW","20"
"D2","B_f",714.6,0.7146,"0HW","20"
"D2","A_d",4078.905,4.078905,"0HW","20"
"D2","B_f",1778.227,1.778227,"0HW","20"
"D2","A_d",2102.457,2.102457,"0HW","20"
"D2","B_f",965.334,0.965334,"0HW","20"
"D2","A_d",2243.389,2.243389,"0HW","20"
"D2","B_f",658.345,0.658345,"0HW","20"
"D2","A_d",2776.01,2.77601,"0HW","20"
"D2","B_f",1085.417,1.085417,"0HW","20"
"D2","A_d",4187.693,4.187693,"0HW","20"
"D2","B_f",1460.883,1.460883,"0HW","20"
"D2","A_d",3730.443,3.730443,"0HW","20"
"D2","B_f",2401.567,2.401567,"0HW","20"
"D2","A_d",2706.592,2.706592,"0HW","20"
"D2","B_f",1437.635,1.437635,"0HW","20"
"D2","A_d",3581.858,3.581858,"0HW","20"
"D2","B_f",1100.422,1.100422,"0HW","20"
"D2","A_d",2255.92,2.25592,"0HW","20"
"D2","B_f",1377.839,1.377839,"0HW","20"
"D2","A_d",3216.596,3.216596,"0HW","20"
"D2","B_f",4415.968,4.415968,"0HW","20"
"D2","A_d",3098.762,3.098762,"0HW","20"
"D2","B_f",604.543,0.604543,"0HW","20"
"D2","A_d",2578.087,2.578087,"0HW","20"
"D2","B_f",2483.868,2.483868,"0HW","20"
"D2","A_d",2639.16,2.63916,"0HW","20"
"D2","B_f",1835.47,1.83547,"0HW","20"
"D2","A_d",2083.315,2.083315,"0HW","20"
"D2","B_f",1617.668,1.617668,"0HW","20"
"D2","A_d",1631.762,1.631762,"0HW","20"
"D2","B_f",1021.669,1.021669,"0HW","20"
"D2","A_d",5013.071,5.013071,"0HW","20"
"D2","B_f",1687.037,1.687037,"0HW","20"
"D2","A_d",3300.38,3.30038,"0HW","20"
"D2","B_f",1227.326,1.227326,"0HW","20"
"D2","A_d",4797.868,4.797868,"0HW","20"
"D2","B_f",777.612,0.777612,"0HW","20"
"D2","A_d",4766.509,4.766509,"0HW","20"
"D2","B_f",808.315,0.808315,"0HW","20"
"D2","A_d",3450.365,3.450365,"0HW","20"
"D2","B_f",1060.589,1.060589,"0HW","20"
"D2","A_d",3752.694,3.752694,"0HW","20"
"D2","B_f",858.285,0.858285,"0HW","20"
"D2","A_d",2481.916,2.481916,"0HW","20"
"D2","B_f",2082.406,2.082406,"0HW","20"
"D2","A_d",3049.039,3.049039,"0HW","20"
"D2","B_f",2663.997,2.663997,"0HW","20"
"D2","A_d",2969.769,2.969769,"0HW","20"
"D2","B_f",2048.098,2.048098,"0HW","20"
"D2","A_d",4425.205,4.425205,"0HW","20"
"D2","B_f",1652.276,1.652276,"0HW","20"
"D2","A_d",3461.424,3.461424,"0HW","20"
"D2","B_f",4263.687,4.263687,"0HW","20"
"D2","A_d",1701.636,1.701636,"0HW","20"
"D2","B_f",1964.151,1.964151,"0HW","20"
"D2","A_d",3591.436,3.591436,"0HW","20"
"D2","B_f",866.333,0.866333,"0HW","20"
"D2","A_d",3641.204,3.641204,"0HW","20"
"D2","B_f",2327.816,2.327816,"0HW","20"
"D2","A_d",2764.197,2.764197,"0HW","20"
"D2","B_f",2446.2,2.4462,"0HW","20"
"D2","A_d",4189.965,4.189965,"0HW","20"
"D2","B_f",1252.021,1.252021,"0HW","20"
"D2","A_d",1746.843,1.746843,"0HW","20"
"D2","B_f",1833.273,1.833273,"0HW","20"
"D2","A_d",4640.034,4.640034,"0HW","20"
"D2","B_f",682.799,0.682799,"0HW","20"
"D2","A_d",1943.006,1.943006,"0HW","20"
"D2","B_f",1599.506,1.599506,"0HW","20"
"D2","A_d",1970.484,1.970484,"0HW","20"
"D2","B_f",875.651,0.875651,"0HW","20"
"D2","A_d",3584.565,3.584565,"0HW","20"
"D2","B_f",1764.863,1.764863,"0HW","20"
"D2","A_d",1891.309,1.891309,"0HW","20"
"D2","B_f",1796.545,1.796545,"0HW","20"
"D2","A_d",4521.297,4.521297,"0HW","20"
"D2","B_f",1949.851,1.949851,"0HW","20"
"D2","A_d",3718.107,3.718107,"0HW","20"
"D2","B_f",1000.412,1.000412,"0HW","20"
"D2","A_d",2807.743,2.807743,"0HW","20"
"D2","B_f",1178.566,1.178566,"0HW","20"
"D2","A_d",3425.9,3.4259,"0HW","20"
"D2","B_f",2421.526,2.421526,"0HW","20"
"D2","A_d",1725.314,1.725314,"0HW","20"
"D2","B_f",2530.832,2.530832,"0HW","20"
"D2","A_d",1714.406,1.714406,"0HW","20"
"D2","B_f",1648.308,1.648308,"0HW","20"
"D2","A_d",3122.905,3.122905,"0HW","20"
"D2","B_f",1417.602,1.417602,"0HW","20"
"D2","A_d",2880.483,2.880483,"0HW","20"
"D2","B_f",2162.387,2.162387,"0HW","20"
"D2","A_d",3306.707,3.306707,"0HW","20"
"D2","B_f",922.646,0.922646,"0HW","20"
"D2","A_d",2743.053,2.743053,"0HW","20"
"D2","B_f",867.56,0.86756,"0HW","20"
"D2","A_d",2605.302,2.605302,"0HW","20"
"D2","B_f",597.091,0.597091,"0HW","20"
"D2","A_d",2687.075,2.687075,"0HW","20"
"D2","B_f",3454.739,3.454739,"0HW","20"
"D2","A_d",4807.583,4.807583,"0HW","20"
"D2","B_f",845.408,0.845408,"0HW","20"
"D2","A_d",4733.713,4.733713,"0HW","20"
"D2","B_f",867.625,0.867625,"0HW","20"
"D2","A_d",2602.955,2.602955,"0HW","20"
"D2","B_f",1240.389,1.240389,"0HW","20"
"D2","A_d",2577.556,2.577556,"0HW","20"
"D2","B_f",2248.791,2.248791,"0HW","20"
"D2","A_d",3702.334,3.702334,"0HW","20"
"D2","B_f",1618.878,1.618878,"0HW","20"
"D2","A_d",3245.951,3.245951,"0HW","20"
"D2","B_f",858.611,0.858611,"0HW","20"
"D2","A_d",2844.098,2.844098,"0HW","20"
"D2","B_f",1495.976,1.495976,"0HW","20"
"D2","A_d",3211.97,3.21197,"0HW","20"
"D2","B_f",601.201,0.601201,"0HW","20"
"D2","A_d",4192.904,4.192904,"0HW","20"
"D2","B_f",1373.364,1.373364,"0HW","20"
"D2","A_d",3566.25,3.56625,"0HW","20"
"D2","B_f",1933.797,1.933797,"0HW","20"
"D2","A_d",4881.341,4.881341,"0HW","20"
"D2","B_f",1504.891,1.504891,"0HW","20"
"D2","A_d",5357.766,5.357766,"0HW","20"
"D2","B_f",1528.508,1.528508,"0HW","20"
"D2","A_d",3838.975,3.838975,"0HW","20"
"D2","B_f",1533.662,1.533662,"0HW","20"
"D2","A_d",2577.759,2.577759,"0HW","20"
"D2","B_f",2062.964,2.062964,"0HW","20"
"D2","A_d",4575.298,4.575298,"0HW","20"
"D2","B_f",1061.38,1.06138,"0HW","20"
"D2","A_d",4244.187,4.244187,"0HW","20"
"D2","B_f",4103.54,4.10354,"0HW","20"
"D2","A_d",4652.625,4.652625,"0HW","20"
"D2","B_f",868.14,0.86814,"0HW","20"
"D2","A_d",3543.142,3.543142,"0HW","20"
"D2","B_f",816.307,0.816307,"0HW","20"
"D2","A_d",3972.732,3.972732,"0HW","20"
"D2","B_f",1486.97,1.48697,"0HW","20"
"D2","A_d",3333.253,3.333253,"0HW","20"
"D2","B_f",785.062,0.785062,"0HW","20"
"D2","A_d",3157.311,3.157311,"0HW","20"
"D2","B_f",955.076,0.955076,"0HW","20"
"D2","A_d",1993.21,1.99321,"0HW","20"
"D2","B_f",1113.668,1.113668,"0HW","20"
"D2","A_d",2106.508,2.106508,"0HW","20"
"D2","B_f",1328.875,1.328875,"0HW","20"
"D2","A_d",2007.094,2.007094,"0HW","20"
"D2","B_f",1607.673,1.607673,"0HW","20"
"D2","A_d",2861.677,2.861677,"0HW","20"
"D2","B_f",1697.356,1.697356,"0HW","20"
"D2","A_d",2304.54,2.30454,"0HW","20"
"D2","B_f",3841.487,3.841487,"0HW","20"
"D2","A_d",2728.923,2.728923,"0HW","20"
"D2","B_f",4907.353,4.907353,"0HW","20"
"D2","A_d",2277.64,2.27764,"0HW","20"
"D2","B_f",1496.537,1.496537,"0HW","20"
"D2","A_d",2254.222,2.254222,"0HW","20"
"D2","B_f",725.714,0.725714,"0HW","20"
"D2","A_d",1990.272,1.990272,"0HW","20"
"D2","B_f",1455.164,1.455164,"0HW","20"
"D2","A_d",3842.412,3.842412,"0HW","20"
"D2","B_f",3701.564,3.701564,"0HW","20"
"D2","A_d",3495.044,3.495044,"0HW","20"
"D2","B_f",980.293,0.980293,"0HW","20"
"D2","A_d",4098.007,4.098007,"0HW","20"
"D2","B_f",801.64,0.80164,"0HW","20"
"D2","A_d",3516.635,3.516635,"0HW","20"
"D2","B_f",2226.531,2.226531,"0HW","20"
"D2","A_d",2318.585,2.318585,"0HW","20"
"D2","B_f",1036.84,1.03684,"0HW","20"
"D2","A_d",2492.73,2.49273,"0HW","20"
"D2","B_f",762.935,0.762935,"0HW","20"
"D2","A_d",2109.865,2.109865,"0HW","20"
"D2","B_f",879.159,0.879159,"0HW","20"
"D2","A_d",3528.507,3.528507,"0HW","20"
"D2","B_f",1992.301,1.992301,"0HW","20"
"D2","A_d",3802.996,3.802996,"0HW","20"
"D2","B_f",1092.356,1.092356,"0HW","20"
"D2","A_d",3925.482,3.925482,"0HW","20"
"D2","B_f",1389.368,1.389368,"0HW","20"
"D2","A_d",1659.841,1.659841,"0HW","20"
"D2","B_f",1212.322,1.212322,"0HW","20"
"D2","A_d",3711.203,3.711203,"0HW","20"
"D2","B_f",4796.114,4.796114,"0HW","20"
"D2","A_d",2410.963,2.410963,"0HW","20"
"D2","B_f",3279.612,3.279612,"0HW","20"
"D2","A_d",2422.277,2.422277,"0HW","20"
"D2","B_f",823.339,0.823339,"0HW","20"
"D2","A_d",3765.98,3.76598,"0HW","20"
"D2","B_f",1727.653,1.727653,"0HW","20"
"D2","A_d",4381.365,4.381365,"0HW","20"
"D2","B_f",582.188,0.582188,"0HW","20"
"D2","A_d",4140.447,4.140447,"0HW","20"
"D2","B_f",1646.134,1.646134,"0HW","20"
"D2","A_d",1440.484,1.440484,"0HW","20"
"D2","B_f",1306.534,1.306534,"0HW","20"
"D2","A_d",3478.399,3.478399,"0HW","20"
"D2","B_f",1492.08,1.49208,"0HW","20"
"D2","A_d",1929.718,1.929718,"0HW","20"
"D2","B_f",2351.427,2.351427,"0HW","20"
"D2","A_d",2538.331,2.538331,"0HW","20"
"D2","B_f",1252.736,1.252736,"0HW","20"
"D2","A_d",4457.703,4.457703,"0HW","20"
"D2","B_f",962.489,0.962489,"0HW","20"
"D2","A_d",2096.683,2.096683,"0HW","20"
"D2","B_f",755.933,0.755933,"0HW","20"
"D2","A_d",2622.249,2.622249,"0HW","20"
"D2","B_f",1652.276,1.652276,"0HW","20"
"D2","A_d",5027.458,5.027458,"0HW","20"
"D2","B_f",994.745,0.994745,"0HW","20"
"D2","A_d",3191.434,3.191434,"0HW","20"
"D2","B_f",1813.598,1.813598,"0HW","20"
"D2","A_d",3657.026,3.657026,"0HW","20"
